Item,Meaning_Mnem,Reading_Mnem,Meaning_Score,Reading_Score,Meaning_User,Reading_User,Info,Last_Updated
v班,,,,,,,,Tue Mar 03 2015 12:52:38 GMT-0500 (EST)
k塾,,,,,,,,Tue Mar 03 2015 12:53:09 GMT-0500 (EST)
k魂,,,,,,,,Tue Mar 03 2015 13:15:28 GMT-0500 (EST)
v短距離,,,,,,,redfr:5669,Tue Mar 03 2015 13:15:25 GMT-0500 (EST)
v結婚する,,,,,,,,Sat Mar 14 2015 12:44:34 GMT-0400 (EDT)
v入籍,,,,,,,,Tue Nov 19 2019 23:15:57 GMT-0500 (EST)
k訳,,,,,,,,Tue Mar 03 2015 13:31:24 GMT-0500 (EST)
v核分裂,,,,,,,,Tue Mar 03 2015 14:12:06 GMT-0500 (EST)
v忍者,,,,,,,,Tue Mar 03 2015 14:32:35 GMT-0500 (EST)
v缶ビール,,,,,,,,Tue Mar 03 2015 14:32:56 GMT-0500 (EST)
v刃先,,,,,,,redfr:5676,Tue Mar 03 2015 14:32:59 GMT-0500 (EST)
k疲,,,,,,,,Thu Jul 23 2015 01:14:51 GMT-0400 (EDT)
k価,,,,,,,,Sun Jun 10 2018 15:41:13 GMT-0400 (EDT)
k突,Someone has a big hole in them. why? because they were just stabbed. when you stab someone it leaves a big hole in their body.,,0,,c,,,Fri Aug 07 2020 21:58:14 GMT-0400 (EDT)
k造,,,,,,,,Tue Mar 03 2015 17:19:52 GMT-0500 (EST)
k我,,,,,,,,Thu Mar 31 2016 15:19:54 GMT-0400 (EDT)
k兼,,,,,,,,Tue Mar 03 2015 17:34:54 GMT-0500 (EST)
v高値,,,,,,,,Sat Apr 07 2018 18:39:48 GMT-0400 (EDT)
v降参,,,,,,,,Tue Mar 03 2015 22:51:48 GMT-0500 (EST)
v閉める,,,,,,,,Tue Mar 03 2015 23:00:10 GMT-0500 (EST)
v超音波,,,,,,,,Wed Aug 05 2015 06:52:48 GMT-0400 (EDT)
v抵抗する,,,,,,,,Tue Mar 03 2015 23:08:30 GMT-0500 (EST)
v勤め,,,,,,,,Thu Mar 05 2015 12:28:50 GMT-0500 (EST)
v沖縄,,,,,,,,Tue Mar 03 2015 23:22:14 GMT-0500 (EST)
v払い,,,,,,,,Tue Mar 03 2015 23:49:08 GMT-0500 (EST)
v否定する,,,,,,,,Tue Mar 03 2015 23:51:12 GMT-0500 (EST)
v散る,!,,,,c,,,Wed Jun 24 2020 15:56:11 GMT-0400 (EDT)
k巡,,,,,,,,Wed May 20 2015 16:14:06 GMT-0400 (EDT)
v割引,,,,,,,,Wed Mar 04 2015 10:29:00 GMT-0500 (EST)
v振る,,,,,,,,Wed Mar 04 2015 10:45:12 GMT-0500 (EST)
v移住者,,,,,,,,Wed Mar 04 2015 11:34:52 GMT-0500 (EST)
v購読する,,,,,,,,Wed Mar 04 2015 13:18:49 GMT-0500 (EST)
k暖,,,,,,,,Wed Mar 04 2015 13:28:36 GMT-0500 (EST)
v忘れ物,,,,,,,,Wed Mar 04 2015 13:48:14 GMT-0500 (EST)
v価値,,,,,,,,Sat Jun 30 2018 22:55:59 GMT-0400 (EDT)
k遺,,,,,,,,Wed Mar 04 2015 18:26:44 GMT-0500 (EST)
v敏感,,,,,,,,Wed Mar 04 2015 18:57:35 GMT-0500 (EST)
v偽装,,,,,,,,Wed Mar 04 2015 19:00:48 GMT-0500 (EST)
v暴力,,,,,,,redfr:6206,Fri Apr 17 2015 19:27:42 GMT-0400 (EDT)
k舟,,,,,,,,Wed Mar 04 2015 21:10:27 GMT-0500 (EST)
v香水,,,,,,,,Wed Mar 04 2015 21:56:38 GMT-0500 (EST)
v常勤,,,,,,,,Wed Mar 04 2015 22:13:06 GMT-0500 (EST)
v廃止する,,,,,,,,Wed Mar 04 2015 22:13:19 GMT-0500 (EST)
v山中湖,,,,,,,,Wed Mar 04 2015 22:22:25 GMT-0500 (EST)
v従来,,,,,,,,Mon Jun 11 2018 20:38:53 GMT-0400 (EDT)
v指揮者,,,,,,,,Wed Mar 04 2015 22:42:38 GMT-0500 (EST)
v明治維新,,,,,,,,Wed Mar 04 2015 22:42:55 GMT-0500 (EST)
v未熟,,,,,,,,Sat Apr 29 2017 18:52:55 GMT-0400 (EDT)
v刑期,,,,,,,,Wed Apr 29 2015 11:19:10 GMT-0400 (EDT)
v電源,,,,,,,,Wed Mar 04 2015 23:00:08 GMT-0500 (EST)
v従業,,,,,,,,Wed Mar 04 2015 23:12:05 GMT-0500 (EST)
v管理,,,,,,,,Fri May 15 2015 10:37:29 GMT-0400 (EDT)
v尊敬語,,,,,,,,Wed Apr 08 2015 08:54:30 GMT-0400 (EDT)
v成熟,,,,,,,,Mon Mar 30 2015 11:25:14 GMT-0400 (EDT)
v親展,,,,,,,,Fri May 15 2015 10:24:22 GMT-0400 (EDT)
v株式,,,,,,,,Mon Jun 11 2018 20:28:22 GMT-0400 (EDT)
v胸焼け,,,,,,,,Thu Mar 05 2015 10:33:27 GMT-0500 (EST)
v昭和,,,,,,,,Thu Mar 05 2015 12:27:52 GMT-0500 (EST)
v深さ,,,,,,,,Thu Mar 05 2015 19:04:35 GMT-0500 (EST)
v幾度,,,,,,,,Fri Mar 06 2015 13:35:38 GMT-0500 (EST)
v布地,,,,,,,,Sat Jun 30 2018 14:00:39 GMT-0400 (EDT)
v毎朝,,,,,,,redfr:8585,Wed Sep 25 2019 09:57:53 GMT-0400 (EDT)
v縁,,,,,,,,Sat Jan 07 2017 19:47:59 GMT-0500 (EST)
v全額,,,,,,,,Thu Mar 31 2016 15:06:01 GMT-0400 (EDT)
v屋上,,,,,,,,Sun Jun 10 2018 15:53:07 GMT-0400 (EDT)
v不自由,,,,,,,,Fri Oct 27 2017 16:53:51 GMT-0400 (EDT)
v自在,,,,,,,,Sat Jun 30 2018 13:48:39 GMT-0400 (EDT)
v女神,,,,,,,,Sat Jun 06 2015 06:49:30 GMT-0400 (EDT)
v都会,,,,,,,,Sat Apr 07 2018 18:35:40 GMT-0400 (EDT)
v不機嫌,"""I am <span class=""highlight-kanji""><i>not</i></span> in the 機嫌 (mood) to joke around right now!!"" Looks like someone's in a <span class=""highlight-vocabulary"">bad mood</span> today, huh?",,1,,PixelJadke,,,Tue Jun 09 2015 07:46:58 GMT-0400 (EDT)
v地中海,,,,,,,,Sun Mar 31 2019 08:25:08 GMT-0400 (EDT)
v中指,,,,,,,,Tue Feb 23 2016 20:27:59 GMT-0500 (EST)
v病む,,Why did you get sick? Because you ate a bad <b>yam</b>!,,0,,c,,Fri Aug 30 2019 23:25:57 GMT-0400 (EDT)
v用意,,,,,,,redfr:8311,Wed Sep 21 2016 01:47:56 GMT-0400 (EDT)
v支度,,,,,,,,Wed Sep 02 2020 07:12:53 GMT-0400 (EDT)
v尊敬,,,,,,,,Thu Mar 05 2015 20:03:59 GMT-0500 (EST)
v会員,,,,,,,,Sat Mar 07 2015 17:28:42 GMT-0500 (EST)
v勇む,,,,,,,,Tue Feb 21 2017 08:35:26 GMT-0500 (EST)
v警告,,,,,,,,Sun Jun 10 2018 15:19:31 GMT-0400 (EDT)
v大幅,,,,,,,,Thu Mar 05 2015 20:14:50 GMT-0500 (EST)
v衣服,,,,,,,,Thu Mar 05 2015 20:15:13 GMT-0500 (EST)
v三日,,,,,,,,Sat Jul 25 2020 16:09:03 GMT-0400 (EDT)
v表,!,!,,,c,c,,Wed Sep 23 2020 18:49:27 GMT-0400 (EDT)
v恐い,,,,,,,,Thu Mar 05 2015 21:32:45 GMT-0500 (EST)
v伯父,,,,,,,,Tue Nov 19 2019 23:23:53 GMT-0500 (EST)
v幕府,,,,,,,,Thu Mar 05 2015 21:43:45 GMT-0500 (EST)
v見渡す,,,,,,,redfr:5755,Thu Mar 05 2015 21:43:50 GMT-0500 (EST)
v震える,,,,,,,,Wed Dec 02 2015 02:22:01 GMT-0500 (EST)
v連日,,,,,,,,Tue Jun 12 2018 07:30:40 GMT-0400 (EDT)
v記念日,,,,,,,,Fri Jun 15 2018 15:24:09 GMT-0400 (EDT)
v何故,,,,,,,redfr:5759,Thu Mar 05 2015 21:44:53 GMT-0500 (EST)
v上演,,,,,,,,Thu Mar 05 2015 21:45:05 GMT-0500 (EST)
v船員,,,,,,,,Sat Mar 07 2015 17:36:02 GMT-0500 (EST)
v変わる,!,,,,c,,,Tue Jun 13 2017 07:23:48 GMT-0400 (EDT)
v動物園,,,,,,,,Sat Feb 03 2018 23:53:45 GMT-0500 (EST)
v七日,,"""Nano"" is very similar to ""nana"" (one reading of 七).",,0,,c,,Sun Dec 08 2019 19:13:10 GMT-0500 (EST)
v一日,,,,,,,,Thu Mar 15 2018 23:31:41 GMT-0400 (EDT)
v今日は,,,,,,,,Thu Jan 02 2020 18:31:40 GMT-0500 (EST)
v二十日,,,,,,,,Thu Dec 06 2018 16:06:40 GMT-0500 (EST)
v草地,,,,,,,,Sun May 17 2020 04:14:39 GMT-0400 (EDT)
v喜び,,,,,,,redfr:6652,Sat May 23 2015 15:44:37 GMT-0400 (EDT)
v従順,,,,,,,,Mon Jun 11 2018 20:41:31 GMT-0400 (EDT)
v居間,,Are you winning son? Go get 'em! Said the old hag I call my Dad.,,0,,c,,Thu Aug 06 2020 11:52:42 GMT-0400 (EDT)
v寄与,,,,,,,redfr:5772,Thu Mar 05 2015 23:05:51 GMT-0500 (EST)
v脱走する,,,,,,,,Fri Jun 29 2018 22:44:55 GMT-0400 (EDT)
v教え,,,,,,,,Mon May 06 2019 08:44:48 GMT-0400 (EDT)
v台風,,,,,,,redfr:8606,Mon Nov 16 2020 19:03:38 GMT-0500 (EST)
v作業,,,,,,,,Sun Dec 02 2018 05:19:38 GMT-0500 (EST)
v考古学,,,,,,,,Mon Jan 13 2020 18:38:43 GMT-0500 (EST)
k散,,,,,,,,Fri Mar 06 2015 01:40:12 GMT-0500 (EST)
k偵,,,,,,,,Fri Mar 06 2015 01:46:35 GMT-0500 (EST)
v奥深い,,,,,,,,Fri Mar 06 2015 08:44:59 GMT-0500 (EST)
v階段,,,,,,,,Fri Mar 06 2015 11:10:44 GMT-0500 (EST)
v婦人,,,,,,,,Fri Mar 06 2015 11:12:35 GMT-0500 (EST)
v妙,,,,,,,,Fri Mar 06 2015 11:15:32 GMT-0500 (EST)
k項,,,,,,,,Fri Mar 06 2015 11:21:13 GMT-0500 (EST)
v盛り上がる,,,,,,,,Wed May 13 2015 14:09:10 GMT-0400 (EDT)
v横浜,,,,,,,,Fri Mar 06 2015 11:28:20 GMT-0500 (EST)
v究極,,,,,,,redfr:8404,Wed Mar 15 2017 21:24:45 GMT-0400 (EDT)
v撃つ,,,,,,,,Fri Mar 06 2015 11:40:46 GMT-0500 (EST)
v絶つ,,,,,,,,Fri Mar 06 2015 11:44:22 GMT-0500 (EST)
v〜券,,,,,,,,Fri Mar 06 2015 11:48:22 GMT-0500 (EST)
v微生物,,,,,,,,Fri Mar 06 2015 11:48:50 GMT-0500 (EST)
k併,,,,,,,,Fri Mar 06 2015 12:17:48 GMT-0500 (EST)
k影,,,,,,,,Fri Mar 06 2015 13:42:20 GMT-0500 (EST)
k菌,,,,,,,,Fri Mar 06 2015 13:43:18 GMT-0500 (EST)
v眺める,,,,,,,,Sun Mar 08 2015 20:19:55 GMT-0400 (EDT)
v悪霊,,,,,,,,Fri Mar 06 2015 13:44:28 GMT-0500 (EST)
v回顧録,,,,,,,,Fri May 29 2015 18:09:36 GMT-0400 (EDT)
v車庫,,,,,,,,Fri Mar 06 2015 15:59:37 GMT-0500 (EST)
v冷凍庫,,,,,,,,Fri Mar 06 2015 16:00:46 GMT-0500 (EST)
v輸入,,,,,,,,Fri Mar 06 2015 16:09:08 GMT-0500 (EST)
v矛,,,,,,,,Fri Mar 06 2015 17:38:42 GMT-0500 (EST)
v天井,,,,,,,redfr:5803,Fri Mar 06 2015 17:38:46 GMT-0500 (EST)
k湿,,,,,,,,Fri Mar 06 2015 17:43:58 GMT-0500 (EST)
v背が高い,,,,,,,,Fri Mar 06 2015 19:29:29 GMT-0500 (EST)
v〜務省,,,,,,,,Sat Mar 07 2015 00:26:02 GMT-0500 (EST)
k寄,,,,,,,,Sat Mar 07 2015 02:29:50 GMT-0500 (EST)
v回復,,,,,,,,Sat Mar 07 2015 07:11:07 GMT-0500 (EST)
v触れる,,,,,,,redfr:8367,Wed Feb 22 2017 06:45:51 GMT-0500 (EST)
v旨い,,,,,,,,Sat Mar 07 2015 12:04:29 GMT-0500 (EST)
v移譲,,,,,,,,Tue Sep 10 2019 00:48:33 GMT-0400 (EDT)
v勧誘,,,,,,,,Sat Mar 07 2015 12:08:01 GMT-0500 (EST)
v謙虚,,,,,,,,Sat Mar 07 2015 12:08:25 GMT-0500 (EST)
k衛,,,,,,,,Sat Mar 07 2015 12:16:30 GMT-0500 (EST)
v成績,,,,,,,,Sat Mar 07 2015 12:34:00 GMT-0500 (EST)
v雑音,,,,,,,,Sat Mar 07 2015 12:37:12 GMT-0500 (EST)
v染める,,,,,,,,Sat Mar 07 2015 12:38:01 GMT-0500 (EST)
k輩,,You are your criminal comrades like to HAI-jack cars.,,0,,c,,Fri Mar 13 2020 19:13:49 GMT-0400 (EDT)
v独学,,,,,,,,Mon Jun 11 2018 20:28:05 GMT-0400 (EDT)
v国益,,,,,,,,Sat Mar 07 2015 13:29:36 GMT-0500 (EST)
v木製,,,,,,,,Sat Mar 07 2015 15:30:09 GMT-0500 (EST)
k促,,,,,,,,Sat Mar 07 2015 15:30:31 GMT-0500 (EST)
v票,,,,,,,,Sat Mar 07 2015 15:37:02 GMT-0500 (EST)
v捨てる,,,,,,,,Sat Mar 07 2015 16:34:40 GMT-0500 (EST)
v訳者,,,,,,,,Sat Mar 07 2015 16:36:55 GMT-0500 (EST)
v複雑,,,,,,,,Sat Mar 07 2015 16:38:41 GMT-0500 (EST)
v温暖,,,,,,,,Sat Mar 07 2015 16:48:43 GMT-0500 (EST)
v唱える,,,,,,,,Sat Mar 07 2015 18:10:41 GMT-0500 (EST)
v埋もれる,,,,,,,,Sat Mar 07 2015 18:11:43 GMT-0500 (EST)
k炎,,,,,,,,Sat Mar 07 2015 19:42:30 GMT-0500 (EST)
k献,,,,,,,,Sat Mar 07 2015 20:00:26 GMT-0500 (EST)
v訳語,,,,,,,,Sat Mar 07 2015 20:00:43 GMT-0500 (EST)
k融,,,,,,,,Sat Mar 07 2015 20:00:57 GMT-0500 (EST)
v象徴,,,,,,,,Sat Mar 07 2015 20:19:39 GMT-0500 (EST)
v程度,,,,,,,,Sat Mar 07 2015 20:26:40 GMT-0500 (EST)
k構,,,,,,,,Sat Mar 07 2015 20:41:50 GMT-0500 (EST)
v鉛筆,,,,,,,,Sat Mar 07 2015 21:13:25 GMT-0500 (EST)
v泥酔,,,,,,,,Sat Mar 07 2015 21:13:16 GMT-0500 (EST)
v貨物船,,,,,,,,Sat Mar 07 2015 21:36:28 GMT-0500 (EST)
k募,,,,,,,,Sat Mar 07 2015 21:57:12 GMT-0500 (EST)
k稼,,,,,,,,Sat Mar 07 2015 22:17:52 GMT-0500 (EST)
v鉛管,,,,,,,,Sun Mar 08 2015 01:08:58 GMT-0500 (EST)
v違う,,,,,,,,Sun Mar 08 2015 01:11:48 GMT-0500 (EST)
k核,,,,,,,,Sun Mar 08 2015 01:16:46 GMT-0500 (EST)
v〜冊,,,,,,,,Sun Mar 08 2015 01:39:25 GMT-0500 (EST)
v除いて,,,,,,,,Sun Mar 08 2015 01:41:14 GMT-0500 (EST)
v〜位,,,,,,,,Fri May 19 2017 16:44:58 GMT-0400 (EDT)
v往復,,,,,,,,Sun Mar 08 2015 08:30:13 GMT-0400 (EDT)
v年頃,,,,,,,,Sun Mar 08 2015 09:15:15 GMT-0400 (EDT)
v脱ぐ,,,,,,,,Sun Mar 08 2015 12:22:23 GMT-0400 (EDT)
v卓球,,,,,,,,Sun Mar 08 2015 14:07:06 GMT-0400 (EDT)
v近頃,,,,,,,,Sun Mar 08 2015 14:07:31 GMT-0400 (EDT)
v滝,,,,,,,,Sun Mar 08 2015 14:08:07 GMT-0400 (EDT)
v澄む,,,,,,,,Fri Dec 04 2015 09:56:21 GMT-0500 (EST)
v湿る,,,,,,,,Sun Mar 08 2015 14:08:15 GMT-0400 (EDT)
v磨く,,,,,,,,Sun Mar 08 2015 14:08:22 GMT-0400 (EDT)
v滝川,,,,,,,redfr:5857,Sun Mar 08 2015 14:08:25 GMT-0400 (EDT)
v頃,,,,,,,,Sun Mar 08 2015 14:08:47 GMT-0400 (EDT)
v鐘,,,,,,,,Sun Mar 08 2015 14:10:10 GMT-0400 (EDT)
v魂,,,,,,,,Sun Mar 08 2015 14:10:24 GMT-0400 (EDT)
v裸,,,,,,,,Sun Mar 08 2015 14:10:33 GMT-0400 (EDT)
v陰気,,,,,,,,Tue Nov 19 2019 23:36:15 GMT-0500 (EST)
v〜魂,,,,,,,,Sun Mar 08 2015 14:12:11 GMT-0400 (EDT)
v狂気,,,,,,,,Sun Mar 08 2015 14:15:53 GMT-0400 (EDT)
v凶悪,,,,,,,,Sun Mar 08 2015 14:14:20 GMT-0400 (EDT)
v旧暦,,,,,,,,Sun Mar 08 2015 14:16:33 GMT-0400 (EDT)
vばい菌,,,,,,,,Sun Mar 08 2015 14:16:50 GMT-0400 (EDT)
v賭ける,,,,,,,redfr:5868,Sun Mar 08 2015 14:16:54 GMT-0400 (EDT)
v排水溝,,,,,,,,Sun Mar 08 2015 14:17:42 GMT-0400 (EDT)
v西暦,,,,,,,,Sun Mar 08 2015 14:20:51 GMT-0400 (EDT)
v肌色,,,,,,,,Sun Mar 08 2015 14:21:18 GMT-0400 (EDT)
v半裸,,,,,,,,Sun Mar 08 2015 15:51:42 GMT-0400 (EDT)
v疲れる,,,,,,,,Tue Jul 07 2015 15:42:18 GMT-0400 (EDT)
k逆,,,,,,,,Wed Jul 03 2019 23:36:59 GMT-0400 (EDT)
k居,,,,,,,,Sat Apr 07 2018 18:40:41 GMT-0400 (EDT)
v霊園,,,,,,,,Sun Mar 15 2015 10:19:27 GMT-0400 (EDT)
k肥,You'll get obese if you stay in bed for month after month.,,0,,c,,,Fri Mar 13 2020 19:07:30 GMT-0400 (EDT)
k鮮,,,,,,,redfr:8341,Thu Feb 09 2017 01:23:19 GMT-0500 (EST)
v夫婦,,,,,,,redfr:8434,Mon Apr 03 2017 09:05:27 GMT-0400 (EDT)
v全裸,,,,,,,,Sun Mar 08 2015 15:50:12 GMT-0400 (EDT)
v肌触り,,,,,,,,Sun Mar 08 2015 15:50:19 GMT-0400 (EDT)
v凶器,,,,,,,,Sun Mar 08 2015 15:50:43 GMT-0400 (EDT)
v小舟,,,,,,,,Sun Mar 08 2015 15:51:12 GMT-0400 (EDT)
v井戸,,,,,,,,Sun Mar 08 2015 15:51:24 GMT-0400 (EDT)
v溝,,,,,,,,Sun Mar 08 2015 15:52:12 GMT-0400 (EDT)
v義塾,,,,,,,,Sun Mar 08 2015 15:52:35 GMT-0400 (EDT)
v狂う,,,,,,,,Sun Mar 08 2015 15:52:53 GMT-0400 (EDT)
v鳥肌,,,,,,,,Sun Mar 08 2015 15:53:11 GMT-0400 (EDT)
v磨き,,,,,,,,Sun Mar 08 2015 15:54:34 GMT-0400 (EDT)
vこの頃,,,,,,,,Sun Mar 08 2015 15:54:46 GMT-0400 (EDT)
v細菌,,,,,,,,Sun Mar 08 2015 16:03:42 GMT-0400 (EDT)
v翔ける,,,,,,,,Sun Mar 08 2015 16:03:54 GMT-0400 (EDT)
v湿気,,,,,,,,Sun Mar 08 2015 16:05:10 GMT-0400 (EDT)
v呪う,,,,,,,,Sun Mar 08 2015 16:05:28 GMT-0400 (EDT)
v舟,,,,,,,,Tue Jul 07 2015 15:39:31 GMT-0400 (EDT)
v呪い,,,,,,,redfr:5896,Sun Mar 08 2015 16:12:39 GMT-0400 (EDT)
v一巻,,,,,,,redfr:8384,Sat Feb 25 2017 18:33:07 GMT-0500 (EST)
v暦,,,,,,,,Sun Mar 08 2015 20:17:17 GMT-0400 (EDT)
v警鐘,,,,,,,,Sun Mar 08 2015 20:17:24 GMT-0400 (EDT)
v若い頃,,,,,,,,Sun Mar 08 2015 20:17:42 GMT-0400 (EDT)
v脚本,,,,,,,redfr:5901,Sun Mar 08 2015 20:17:45 GMT-0400 (EDT)
v賭け,,,,,,,,Sun Mar 08 2015 20:18:04 GMT-0400 (EDT)
v塊,,,,,,,,Sun Mar 08 2015 20:19:23 GMT-0400 (EDT)
v疲労,,,,,,,,Sun Mar 08 2015 20:19:32 GMT-0400 (EDT)
v元凶,,,,,,,,Tue Jul 07 2015 15:40:14 GMT-0400 (EDT)
v先頃,,,,,,,,Sun Mar 08 2015 20:23:30 GMT-0400 (EDT)
v無菌,,,,,,,,Sun Mar 08 2015 20:22:09 GMT-0400 (EDT)
vいつ頃,,,,,,,,Sun Mar 08 2015 20:22:57 GMT-0400 (EDT)
v眺望,,,,,,,redfr:5909,Sun Mar 08 2015 20:23:10 GMT-0400 (EDT)
v海溝,,,,,,,,Sun Mar 08 2015 20:23:39 GMT-0400 (EDT)
v加湿器,,,,,,,,Sun Mar 08 2015 20:23:54 GMT-0400 (EDT)
v湿地,,,,,,,,Sun Mar 08 2015 20:24:37 GMT-0400 (EDT)
v塾,,,,,,,,Tue Jul 07 2015 15:39:15 GMT-0400 (EDT)
v通訳,,,,,,,,Mon Mar 09 2015 02:47:43 GMT-0400 (EDT)
v雑費,,,,,,,,Mon Mar 09 2015 03:04:49 GMT-0400 (EDT)
k抱,,,,,,,,Mon Mar 09 2015 13:15:49 GMT-0400 (EDT)
v跳ぶ,,,,,,,,Mon Mar 09 2015 13:22:45 GMT-0400 (EDT)
v堀川,,,,,,,,Mon Mar 09 2015 13:58:57 GMT-0400 (EDT)
k嵐,,,,,,,,Mon Mar 09 2015 14:10:55 GMT-0400 (EDT)
v南極,,,,,,,,Mon Mar 09 2015 14:34:55 GMT-0400 (EDT)
k跳,,,,,,,,Mon Mar 09 2015 14:44:40 GMT-0400 (EDT)
v公益,,,,,,,,Mon Mar 09 2015 17:20:44 GMT-0400 (EDT)
v応じる,,,,,,,,Tue Jun 12 2018 07:48:20 GMT-0400 (EDT)
v尊い,,,,,,,,Mon Mar 09 2015 22:52:57 GMT-0400 (EDT)
k胃,,,,,,,,Mon Mar 09 2015 23:43:23 GMT-0400 (EDT)
v御飯,,,,,,,,Tue Mar 10 2015 00:26:08 GMT-0400 (EDT)
k絞,,,,,,,,Tue Mar 10 2015 06:48:07 GMT-0400 (EDT)
k舎,,,,,,,,Tue Mar 10 2015 10:05:03 GMT-0400 (EDT)
v国連,"When you go to the <span class=""highlight-vocabulary"">United Nations</span>, you have to remember to <span class=""highlight-kanji"">take along</span> your <span class=""highlight-kanji"">country</span>. You have to remember your flag and the desk name plate with your <span class=""highlight-kanji"">country</span>'s name. If you forget these you'll have to borrow North Korea's plate, they probably don't use theirs anyway.",,0,,N/A,,,Wed Mar 11 2015 04:35:17 GMT-0400 (EDT)
v並,,,,,,,,Wed Mar 11 2015 11:25:03 GMT-0400 (EDT)
v年輩,,,,,,,,Wed Mar 11 2015 11:28:14 GMT-0400 (EDT)
v韓国,,,,,,,,Wed Mar 11 2015 22:53:21 GMT-0400 (EDT)
k票,,,,,,,,Wed Mar 11 2015 23:01:20 GMT-0400 (EDT)
k慣,,,,,,,,Mon Jun 11 2018 20:40:47 GMT-0400 (EDT)
v揚げ出し,,,,,,,,Thu Mar 12 2015 16:05:16 GMT-0400 (EDT)
v叫び,,,,,,,,Thu Mar 12 2015 16:35:07 GMT-0400 (EDT)
v変態,,,,,,,,Sat Apr 07 2018 19:29:58 GMT-0400 (EDT)
k泡,,,,,,,,Fri Mar 13 2015 19:35:48 GMT-0400 (EDT)
v小麦粉,,,,,,,,Sat Mar 14 2015 03:32:48 GMT-0400 (EDT)
v紛れもない,,,,,,,,Sat Mar 14 2015 11:08:53 GMT-0400 (EDT)
k穏,,,,,,,,Tue Jul 14 2020 12:34:45 GMT-0400 (EDT)
v蒸気,,,,,,,,Sun Mar 15 2015 09:15:39 GMT-0400 (EDT)
v描画,,,,,,,,Sun Mar 15 2015 09:34:31 GMT-0400 (EDT)
k錬,,,,,,,,Sun Mar 15 2015 09:40:34 GMT-0400 (EDT)
k鍵,,,,,,,,Mon Mar 16 2015 08:38:51 GMT-0400 (EDT)
k棟,,,,,,,,Mon Mar 16 2015 08:39:05 GMT-0400 (EDT)
k涼,,,,,,,,Tue Jul 14 2015 15:07:08 GMT-0400 (EDT)
k癖,,,,,,,,Mon Mar 16 2015 08:41:18 GMT-0400 (EDT)
v自家製,,,,,,,,Wed Mar 18 2015 22:28:23 GMT-0400 (EDT)
k源,,,,,,,,Thu Mar 19 2015 00:52:10 GMT-0400 (EDT)
k吾,,,,,,,,Thu Mar 19 2015 12:26:50 GMT-0400 (EDT)
v御覧になる,,,,,,,,Fri Mar 20 2015 02:51:53 GMT-0400 (EDT)
v興味がない,,,,,,,,Mon Mar 30 2015 11:21:51 GMT-0400 (EDT)
v散歩する,,,,,,,,Sun Mar 22 2015 14:23:53 GMT-0400 (EDT)
v掃除機,,,,,,,,Sun Mar 22 2015 14:34:18 GMT-0400 (EDT)
v泥棒,,,,,,,,Sun Mar 22 2015 14:59:29 GMT-0400 (EDT)
v墓場,,,,,,,,Sun Mar 22 2015 14:59:40 GMT-0400 (EDT)
v芯,,,,,,,,Sun Mar 22 2015 15:07:01 GMT-0400 (EDT)
v詐取,,,,,,,,Sun Mar 22 2015 15:07:15 GMT-0400 (EDT)
v下唇,,,,,,,,Sun Mar 22 2015 15:11:39 GMT-0400 (EDT)
v帽子,,,,,,,,Sun Mar 22 2015 15:12:35 GMT-0400 (EDT)
k迅,,,,,,,,Tue Nov 19 2019 23:25:49 GMT-0500 (EST)
v穂,,,,,,,redfr:5967,Sun Mar 22 2015 15:15:15 GMT-0400 (EDT)
k彩,,,,,,,,Tue Sep 27 2016 02:53:45 GMT-0400 (EDT)
v浜,,,,,,,,Mon Mar 23 2015 20:21:42 GMT-0400 (EDT)
k誰,,,,,,,,Sat Dec 05 2015 04:15:08 GMT-0500 (EST)
v先輩,,,,,,,,Wed Mar 25 2015 13:33:21 GMT-0400 (EDT)
v河童,,,,,,,,Wed Mar 25 2015 14:34:59 GMT-0400 (EDT)
v事故,,,,,,,,Mon Jun 11 2018 20:35:37 GMT-0400 (EDT)
v拡がる,,,,,,,,Thu May 21 2015 10:08:09 GMT-0400 (EDT)
v裏切り,,,,,,,,Thu Mar 26 2015 11:32:43 GMT-0400 (EDT)
v宝石,,,,,,,,Sat Dec 15 2018 00:57:41 GMT-0500 (EST)
v服装,!,,,,c,,,Wed Nov 14 2018 10:48:06 GMT-0500 (EST)
v操作,,,,,,,,Thu Mar 26 2015 11:32:45 GMT-0400 (EDT)
v拡大,,,,,,,,Thu Mar 26 2015 11:33:59 GMT-0400 (EDT)
v筋肉,,,,,,,,Thu Mar 26 2015 11:34:08 GMT-0400 (EDT)
v砂糖,,,,,,,,Thu Mar 26 2015 11:35:13 GMT-0400 (EDT)
v砂漠,,,,,,,,Thu Mar 26 2015 11:36:42 GMT-0400 (EDT)
v裏切る,,,,,,,redfr:5982,Thu Mar 26 2015 11:36:43 GMT-0400 (EDT)
v諸〜,,,,,,,,Thu Aug 13 2015 02:03:29 GMT-0400 (EDT)
v灰皿,,,,,,,,Thu Mar 26 2015 11:37:43 GMT-0400 (EDT)
v肺がん,,,,,,,,Thu Mar 26 2015 11:37:53 GMT-0400 (EDT)
v国宝,,,,,,,,Wed Jan 09 2019 18:27:52 GMT-0500 (EST)
v裏口,,,,,,,,Thu Mar 26 2015 11:38:16 GMT-0400 (EDT)
v敬語,,,,,,,,Thu Mar 26 2015 11:39:12 GMT-0400 (EDT)
